Unnamed: 0,序号,零件号,零件名称,车型项目,零件重量(KG),零件尺寸L,零件尺寸W,零件尺寸H,包装等级分类,单车用量,零件质量要求,包装袋情况,干燥剂情况
,852.0,HQ1860616L1L,六角法兰面螺栓,97X-LC-C项目,0.0086,125.0,33.0,33.0,C,1.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,853.0,H97C5013010AB,行李箱地板内隔音垫,97X-LC-C项目,3,1083.0,1066.0,167.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,854.0,H97X5006018XA,前端模块总成,97X-LC-C项目,0,0.0,0.0,0.0,A,1.0,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,PE袋,无
,855.0,H97A5001041AB,前排左前拉手支架组件,97X-LC-C项目,0.116（±8%）,108.0,102.0,50.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,856.0,HQ140B0830X2L,六角头螺栓和平垫圈组合件,97X-LC-C项目,0.0153,40.0,20.0,20.0,C,8.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,857.0,H97A6203012AA,右后门玻璃导槽总成,97X-LC-C项目,0.898,850.0,620.0,35.0,B,1.0,1. 核心防护：防冲击、防划伤、防破碎；2. 外观要求：无气泡、无划痕、无杂质；,,
,858.0,H97D2312005AA,前电机左悬置支架,97X-LC-C项目,0.58,18.0,30.0,30.0,C,1.0,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,,
,859.0,H97C8212011BA,后排单带扣组件,97X-LC-C项目,0.26,150.0,75.0,60.0,C,1.0,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,,
,860.0,H97A5300010AB,前机舱右封板分总成,97X-LC-C项目,1.8(±8%),887.0,426.0,154.0,A,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,防锈袋,有
,861.0,HQ33912,非金属嵌件六角法兰面锁紧螺母,97X-LC-C项目,0.0224,30.0,30.0,20.0,C,1.0,1. 核心防护：防腐蚀、防丢失、防损伤；2. 材质要求：无锈蚀、无裂纹、无变形；,,
,862.0,DUMMYSCZL00GA,随车资料包,97X-LC-C项目,0,0.0,0.0,0.0,C,1.0,1. 核心防护：防污损、防丢失、防损坏；2. 内容要求：资料完整，无缺页、无破损；3. 外观要求：工具无锈蚀，表面无损伤；4. 完整性：数量齐全，无缺失,,
,863.0,H97A5300030AE,右A柱内板下部总成,97X-LC-C项目,3.734(±8%),1200.0,90.0,60.0,A,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,防锈袋,有
,864.0,H97A5006149AA,导水板,97X-LC-C项目,0.167,500.0,160.0,290.0,C,1.0,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,,
,865.0,H97C3619812AG,车载充电机总成6.6KW,97X-LC-C项目,10.5,429.0,357.0,114.0,B,1.0,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,,
,866.0,4108010-RA01,牌照灯,97X-LC-C项目,0.021,90.0,90.0,60.0,,,1.核心防护：防进水、防松动、防暗区2.尺寸要求：安装孔位偏差≤±0.3mm，灯罩贴合平整3.表面要求：无划痕、无气泡、无色差4.材质要求：PC灯罩+LED灯珠，符合防水亮度标准,,
,867.0,H56A5006799AA,卡扣,97X-LC-C项目,0.002,20.0,20.0,20.0,,,1. 核心防护：防变形、防划伤、防碰撞、防混料、防锈蚀；2. 尺寸要求：关键尺寸偏差≤±0.2mm，通止规检测合格；  3. 表面要求：无毛刺、无划痕、无锈蚀、无油污；4. 材质要求：符合设计材质标准，满足强度与硬度要求；,,
,868.0,H97A3602009AA,脚踢感应条,97X-LC-C项目,0.075,760.0,140.0,60.0,,,1.核心防护：防进水、防脱落、防失效2.尺寸要求：长度偏差≤±5mm，安装定位偏差≤±0.5mm3.表面要求：无破损、无划伤、无变形4.材质要求：PVC/橡胶护套，内置感应天线，符合防水标准,,
,869.0,H97A3602806AD,脚踢控制器,97X-LC-C项目,0.075,90.0,80.0,30.0,,,1. 核心防护：防变形、防划伤、防碰撞、防尘防潮；2. 尺寸要求：关键尺寸偏差≤±0.5mm，安装尺寸匹配设计要求；3. 表面要求：无凹陷、无划痕、无锈蚀、无污渍、无裂纹；4. 材质要求：符合设计强度标准，满足使用环境性能要求；,,
,870.0,H97A3711003AD,左前位置灯,97X-LC-C项目,0.520,510.0,180.0,50.0,B,,1. 核心防护：防变形、防划伤、防碰撞、防尘防潮、防静电、防氧化；2. 尺寸要求：关键尺寸偏差≤±0.3mm，形位公差符合设计标准；3. 表面要求：无凹陷、无划痕、无锈蚀、无污渍、无裂纹、表面涂层无脱落、无变色；4. 材质要求：符合设计材质与强度标准，满足阻燃、环保、抗老化等专项性能要求；,,
`,871.0,H97A3711004AD,右前位置灯,97X-LC-C项目,0.520,510.0,180.0,50.0,B,,1. 核心防护：防变形、防划伤、防碰撞、防尘防潮、防静电、防氧化；2. 尺寸要求：关键尺寸偏差≤±0.3mm，形位公差符合设计标准；3. 表面要求：无凹陷、无划痕、无锈蚀、无污渍、无裂纹、表面涂层无脱落、无变色；4. 材质要求：符合设计材质与强度标准，满足阻燃、环保、抗老化等专项性能要求；,,
,872.0,H97A3716003AC,左后雾灯,97X-LC-C项目,0.350,350.0,170.0,110.0,,,1. 核心防护：防变形、防划伤、防碰撞、防尘防潮、防静电、防氧化；2. 尺寸要求：关键尺寸偏差≤±0.5mm，形位公差符合设计标准；3. 表面要求：无凹陷、无划痕、无锈蚀、无污渍、无裂纹、表面涂层无脱落、无变色；4. 材质要求：符合设计材质与强度标准，满足阻燃、环保、抗老化等专项性能要求；,,
,873.0,H97A3716004AC,右后雾灯,97X-LC-C项目,0.350,350.0,170.0,110.0,,,1. 核心防护：防变形、防划伤、防碰撞、防尘防潮、防静电、防氧化；2. 尺寸要求：关键尺寸偏差≤±0.5mm，形位公差符合设计标准；3. 表面要求：无凹陷、无划痕、无锈蚀、无污渍、无裂纹、表面涂层无脱落、无变色；4. 材质要求：符合设计材质与强度标准，满足阻燃、环保、抗老化等专项性能要求；,,
,874.0,H97A3925001AA,前徽标标牌,97X-LC-C项目,0.259,200.0,130.0,90.0,,,1.核心防护：防脱落、防起翘、防褪色2.尺寸要求：安装孔位偏差≤±0.3mm，外形偏差≤±0.2mm3.表面要求：无划痕、无色差、无气泡4.材质要求：ABS/PC基材，符合耐候标准,,
,875.0,H97A7903003AB,鲨鱼鳍天线,97X-LC-C项目,0.483,220.0,83.0,88.0,,,1.核心防护：防进水、防脱落、防信号衰减2.尺寸要求：安装孔位偏差≤±0.3mm，型面贴合无缝隙3.表面要求：无缩痕、无划痕、无色差4.材质要求：ABS/ASA耐候塑料，符合防水标准,,
,876.0,H97C2803002AB,前保险杠下蒙皮,97X-LC-C项目,4.776,1910.0,660.0,760.0,,,1.核心防护：防变形、防脆裂、防脱落2.尺寸要求：安装孔位偏差≤±0.4mm，型面匹配度≤0.5mm3.表面要求：无缩痕、无飞边、无划伤4.材质要求：改性PP材质，符合低温冲击标准,,
,877.0,H97C2803003AA,前保险杠左装饰板,97X-LC-C项目,0.232,900.0,360.0,150.0,,,1.核心防护：防脱落、防异响、防变色2.尺寸要求：安装定位偏差≤±0.3mm，段差≤0.5mm3.表面要求：无划痕、无缩印、无飞边4.材质要求：改性PP/ABS，符合镀层附着力标准,,
,878.0,H97C2803004AA,前保险杠右装饰板,97X-LC-C项目,0.232,900.0,360.0,150.0,,,1.核心防护：防脱落、防异响、防变色2.尺寸要求：安装定位偏差≤±0.3mm，段差≤0.5mm3.表面要求：无划痕、无缩印、无飞边4.材质要求：改性PP/ABS，符合镀层附着力标准,,
,879.0,H97C2803006AA,前保险杠蒙皮,97X-LC-C项目,3.11,1840.0,400.0,440.0,,,1.核心防护：防开裂、防变形、防掉漆2.尺寸要求：安装孔位偏差≤±0.5mm，配合间隙均匀3.表面要求：无流挂、无缩孔、无划痕4.材质要求：PP+EPDM-T20，符合喷涂性能标准,,
,880.0,H97C2803008AA,前保险杠下格栅,97X-LC-C项目,0.622,1080.0,130.0,210.0,,,1.核心防护：防断裂、防松脱、防变形2.尺寸要求：外形偏差≤±0.4mm，安装孔位≤±0.3mm3.表面要求：无飞边、无缩痕、无色差4.材质要求：ABS/PP改性塑料，符合耐热标准,,
,881.0,H97C2803011AA,前号牌架,97X-LC-C项目,0.25,500.0,300.0,150.0,,,1.核心防护：防松动、防弯折、防锈蚀2.尺寸要求：安装孔距符合国标，偏差≤±0.5mm3.表面要求：无毛刺、无锐边、无划痕4.材质要求：PP/ABS或不锈钢，符合强度标准,,
,882.0,H97C2803015AA,前格栅总成,97X-LC-C项目,0.867,1140.0,170.0,160.0,,,1.核心防护：防断裂、防脱落、防褪色2.尺寸要求：整体外形偏差≤±0.5mm，安装孔位≤±0.4mm3.表面要求：无飞边、无缩痕、无色差4.材质要求：ABS/ASA基材，符合耐候强度标准,,
,883.0,H97C2803019AA,前保险杠中支撑板,97X-LC-C项目,0.069,1600.0,440.0,350.0,,,1.核心防护：防断裂、防变形、防松脱2.尺寸要求：安装孔位偏差≤±0.5mm，型面贴合无翘曲3.表面要求：无飞边、无毛刺、无缩痕4.材质要求：PP+GF或钢质，符合刚度强度标准,,
,884.0,H97C2803021BA,左前雷达支架1,97X-LC-C项目,0.009,80.0,60.0,40.0,,,1.核心防护：防偏移、防松动、防断裂2.尺寸要求：雷达安装孔位偏差≤±0.2mm，角度精准3.表面要求：无飞边、无毛刺、无翘曲4.材质要求：PP+GF玻纤增强，符合尺寸稳定标准,,
,885.0,H97C2803022BA,右前雷达支架1,97X-LC-C项目,0.009,80.0,60.0,40.0,,,1.核心防护：防偏移、防松动、防断裂2.尺寸要求：雷达安装孔位偏差≤±0.2mm，角度精准3.表面要求：无飞边、无毛刺、无翘曲4.材质要求：PP+GF玻纤增强，符合尺寸稳定标准,,
,886.0,H97C2803023BA,左前雷达支架2,97X-LC-C项目,0.011,80.0,60.0,30.0,,,1.核心防护：防偏移、防松动、防断裂2.尺寸要求：雷达安装孔位偏差≤±0.2mm，角度精准3.表面要求：无飞边、无毛刺、无翘曲4.材质要求：PP+GF玻纤增强，符合尺寸稳定标准,,
,887.0,H97C2803024BA,右前雷达支架2,97X-LC-C项目,0.011,80.0,60.0,30.0,,,1.核心防护：防偏移、防松动、防断裂2.尺寸要求：雷达安装孔位偏差≤±0.2mm，角度精准3.表面要求：无飞边、无毛刺、无翘曲4.材质要求：PP+GF玻纤增强，符合尺寸稳定标准,,
,888.0,H97C2803096AA,前保险杠左下装饰板总成,97X-LC-C项目,0.069,200.0,120.0,70.0,,,1.核心防护：防脱落、防异响、防变形2.尺寸要求：安装孔位偏差≤±0.4mm，间隙段差均匀3.表面要求：无缩痕、无划伤、无飞边4.材质要求：改性PP塑料，符合低温冲击标准,,
,889.0,H97C2803097AA,前保险杠右下装饰板总成,97X-LC-C项目,0.069,200.0,120.0,70.0,,,1.核心防护：防脱落、防异响、防变形2.尺寸要求：安装孔位偏差≤±0.4mm，间隙段差均匀3.表面要求：无缩痕、无划伤、无飞边4.材质要求：改性PP塑料，符合低温冲击标准,,
,890.0,H97C2803110AA,泡棉,97X-LC-C项目,0.011,100.0,20.0,30.0,,,1.核心防护：防脱落、防分层、防老化2.尺寸要求：厚度偏差≤±0.5mm，外形偏差≤±1mm3.表面要求：无破损、无残胶、无变形4.材质要求：EPDM/PU泡棉，符合密度耐温标准,,
,891.0,H97C2804001AA,后保险杠左下装饰板,97X-LC-C项目,0.252,350.0,260.0,150.0,,,1.核心防护：防脱落、防异响、防磕碰2.尺寸要求：安装定位偏差≤±0.3mm，间隙均匀3.表面要求：无划痕、无缩印、无飞边4.材质要求：改性PP/ABS，符合耐候标准,,
,892.0,H97C2804002AA,后保险杠下蒙皮,97X-LC-C项目,N,1860.0,600.0,430.0,,,1.核心防护：防变形、防脆裂、防脱落2.尺寸要求：安装孔位偏差≤±0.4mm，型面匹配均匀3.表面要求：无缩痕、无飞边、无划伤4.材质要求：改性PP/PP+EPDM，符合低温冲击标准,,
,893.0,H97C2804009AA,后托钩堵盖,97X-LC-C项目,0.025,0.22,50.0,10.0,,,1.核心防护：防脱落、防断裂、防水尘2.尺寸要求：外形偏差≤±0.3mm，配合间隙≤0.5mm3.表面要求：无划痕、无缩痕、无色差4.材质要求：PP/ABS塑料，符合韧性强度标准,,
,894.0,H97C2804011AB,后保险杠中间装饰条,97X-LC-C项目,N,1380.0,120.0,40.0,,,1.核心防护：防脱落、防褪色、防起翘2.尺寸要求：长度偏差≤±0.5mm，安装定位≤±0.3mm3.表面要求：无划痕、无气泡、无色差4.材质要求：ABS/PC基材，符合镀层耐候标准,,
,895.0,H97C2804013BA,左后雷达支架,97X-LC-C项目,0.009,70.0,40.0,30.0,,,1.核心防护：防偏移、防松动、防断裂2.尺寸要求：雷达安装孔位偏差≤±0.2mm，角度精准3.表面要求：无飞边、无毛刺、无翘曲4.材质要求：PP+GF玻纤增强，符合尺寸稳定标准,,
,896.0,H97C2804014BA,右后雷达支架,97X-LC-C项目,0.009,70.0,40.0,30.0,,,1.核心防护：防偏移、防松动、防断裂2.尺寸要求：雷达安装孔位偏差≤±0.2mm，角度精准3.表面要求：无飞边、无毛刺、无翘曲4.材质要求：PP+GF玻纤增强，符合尺寸稳定标准,,
,897.0,H97C2804015BA,左后雷达支架2,97X-LC-C项目,0.009,80.0,30.0,50.0,,,1.核心防护：防偏移、防松动、防断裂2.尺寸要求：雷达安装孔位偏差≤±0.2mm，角度精准3.表面要求：无飞边、无毛刺、无翘曲4.材质要求：PP+GF玻纤增强，符合尺寸稳定标准,,
,898.0,H97C2804016BA,右后雷达支架2,97X-LC-C项目,0.009,80.0,30.0,50.0,,,1.核心防护：防偏移、防松动、防断裂2.尺寸要求：雷达安装孔位偏差≤±0.2mm，角度精准3.表面要求：无飞边、无毛刺、无翘曲4.材质要求：PP+GF玻纤增强，符合尺寸稳定标准,,
,899.0,H97C2804040AA,后保险杠右侧堵盖,97X-LC-C项目,N,220.0,60.0,20.0,,,1.核心防护：防脱落、防断裂、防水尘2.尺寸要求：外形偏差≤±0.3mm，配合间隙≤0.5mm3.表面要求：无划痕、无缩痕、无色差4.材质要求：PP/ABS塑料，符合韧性强度标准,,
,900.0,H97C3629012AB,前向毫米波雷达安装支架,97X-LC-C项目,N,170.0,140.0,30.0,,,1.核心防护：防偏移、防变形、防腐蚀2.尺寸要求：安装孔位偏差≤±0.15mm，平面度≤0.2mm3.表面要求：无毛刺、无锈蚀、无翘曲4.材质要求：钢质或铝合金，符合刚度精度标准,,
,901.0,H97C3718041AB,前保左氛围灯,97X-LC-C项目,0.19,330.0,130.0,140.0,,,1.核心防护：防水汽、防松动、防暗区2.尺寸要求：安装定位偏差≤±0.3mm，出光面均匀3.表面要求：无划痕、无气泡、无杂色4.材质要求：PC灯罩+LED，符合防水亮度标准,,
,902.0,H97C3718042AB,前保右氛围灯,97X-LC-C项目,0.19,340.0,130.0,140.0,,,1.核心防护：防水汽、防松动、防暗区2.尺寸要求：安装定位偏差≤±0.3mm，出光面均匀3.表面要求：无划痕、无气泡、无杂色4.材质要求：PC灯罩+LED，符合防水亮度标准,,
,903.0,H97D2803017AB,前保险杠左支撑板,97X-LC-C项目,0.383,450.0,400.0,290.0,,,1.核心防护：防断裂、防变形、防锈蚀2.尺寸要求：安装孔位偏差≤±0.5mm，型面贴合无干涉3.表面要求：无飞边、无毛刺、无锈蚀4.材质要求：PP+GF或钢质，符合强度刚度标准,,
,904.0,H97D2803018AB,前保险杠右支撑板,97X-LC-C项目,0.383,450.0,400.0,290.0,,,1.核心防护：防断裂、防变形、防锈蚀2.尺寸要求：安装孔位偏差≤±0.5mm，型面贴合无干涉3.表面要求：无飞边、无毛刺、无锈蚀4.材质要求：PP+GF或钢质，符合强度刚度标准,,
,905.0,H97D2803038AA,前视摄像头装饰板,97X-LC-C项目,0.01,90.0,40.0,50.0,,,1.核心防护：防进水、防脱落、防刮花2.尺寸要求：摄像头安装孔偏差≤±0.2mm，定位精准3.表面要求：无划痕、无缩痕、无色差4.材质要求：PC光学级+ABS，符合透光密封标准,,
,906.0,H97D2803040AA,前保险杠左装饰条,97X-LC-C项目,0.011,180.0,30.0,20.0,,,1.核心防护：防脱落、防褪色、防起翘2.尺寸要求：长度偏差≤±0.5mm，安装定位≤±0.3mm3.表面要求：无划痕、无气泡、无色差4.材质要求：ABS/PC基材，符合镀层耐候标准,,
,907.0,H97D2803041AA,前保险杠右装饰条,97X-LC-C项目,0.011,180.0,30.0,20.0,,,1.核心防护：防脱落、防褪色、防起翘2.尺寸要求：长度偏差≤±0.5mm，安装定位≤±0.3mm3.表面要求：无划痕、无气泡、无色差4.材质要求：ABS/PC基材，符合镀层耐候标准,,
